,fldr,sx,sy
12251,39191,10370,10533
12252,39192,10205,10533
12253,39193,10040,10536
12254,39194,9876,10535
12255,39195,9711,10534
12256,39196,9546,10532
12257,39197,9381,10533
12258,39198,9217,10532
12259,39199,9052,10531
12260,39200,8887,10533
12261,39201,8723,10534
12262,39202,8558,10534
12263,39203,8393,10533
12264,39204,8228,10533
12265,39205,8063,10532
12266,39206,7899,10532
12267,39207,7734,10531
12268,39208,7569,10532
12269,39209,7404,10532
12270,39210,7240,10532
12271,39211,7075,10531
12272,39212,6910,10531
12273,39213,6745,10530
12274,39214,6580,10530
12275,39215,6416,10531
12276,39216,6251,10530
12277,39217,6086,10529
12278,39218,5922,10531
12279,39219,5757,10531
12280,39220,5592,10530
12281,39221,5427,10531
12282,39222,5263,10532
12283,39223,5098,10533
12284,39224,4933,10532
12285,39225,4769,10531
12286,39226,4604,10530
12287,39227,4439,10531
12288,39228,4274,10533
12289,39229,4109,10536
12290,39230,3945,10534
12291,39231,3780,10535
12292,39232,3615,10535
12293,39233,3450,10535
12294,39234,3286,10534
12295,39235,3121,10533
12296,39236,2956,10533
12297,39237,2791,10534
12298,39238,2627,10534
12299,39239,2462,10536
12300,39240,2297,10538
12301,39241,2132,10540
12302,39242,1968,10540
12303,39243,1803,10539
12304,39244,1638,10541
12305,39245,1473,10542
12306,39246,1309,10541
12307,39247,1144,10537
12308,39248,979,10531
12309,39249,814,10525
12310,39250,650,10515
12311,39251,485,10513
12312,39252,320,10514
12313,39253,155,10519
12314,39254,-9,10520
12315,39255,-173,10517
12316,39256,-338,10518
12317,39257,-503,10521
12318,39258,-667,10523
12319,39259,-832,10523
12320,39260,-997,10523
12321,39261,-1161,10522
12322,39262,-1326,10523
12323,39263,-1491,10523
12324,39264,-1656,10523
12325,39265,-1820,10525
12326,39266,-1985,10526
12327,39267,-2150,10525
12328,39268,-2315,10525
12329,39269,-2480,10526
12330,39270,-2644,10525
12331,39271,-2809,10524
12332,39272,-2975,10530
12333,39273,-3145,10560
12334,39274,-3320,10628
12335,39275,-3501,10745
12336,39787,8943,-6072
12337,39788,9081,-6125
12338,39789,9222,-6153
12339,39790,9366,-6159
12340,39791,9510,-6155
12341,39792,9654,-6146
12342,39793,9797,-6136
12343,39794,9940,-6132
12344,39795,10084,-6135
12345,39796,10228,-6141
12346,39797,10372,-6144
12347,39798,10516,-6141
12348,39799,10659,-6138
12349,39800,10803,-6137
12350,39801,10947,-6138
12351,39802,11090,-6140
12352,39803,11234,-6140
12353,39804,11378,-6138
12354,39805,11521,-6136
12355,39806,11665,-6134
12356,39807,11809,-6137
12357,39808,11953,-6137
12358,39809,12097,-6135
12359,39810,12241,-6133
12360,39811,12384,-6130
12361,39812,12528,-6129
12362,39813,12672,-6132
12363,39814,12815,-6133
12364,39815,12959,-6132
12365,39816,13103,-6134
12366,39817,13247,-6134
12367,39818,13391,-6134
12368,39819,13535,-6134
12369,39820,13679,-6134
12370,39821,13822,-6133
12371,39822,13966,-6135
12372,39823,14110,-6134
12373,39824,14254,-6133
12374,39825,14398,-6131
12375,39826,14541,-6129
12376,39827,14685,-6129
12377,39828,14829,-6128
12378,39829,14973,-6130
12379,39830,15116,-6130
12380,39831,15260,-6126
12381,39832,15404,-6126
12382,39833,15548,-6127
12383,39834,15691,-6128
12384,39835,15835,-6129
12385,39836,15979,-6128
12386,39837,16123,-6127
12387,39838,16267,-6126
12388,39839,16411,-6125
12389,39840,16554,-6122
12390,39841,16698,-6125
12391,39842,16842,-6127
12392,39843,16985,-6128
12393,39844,17129,-6127
12394,39845,17273,-6127
12395,39846,17416,-6128
12396,39847,17560,-6129
12397,39848,17704,-6127
12398,39849,17848,-6126
12399,39850,17992,-6126
12400,39851,18135,-6126
12401,39852,18279,-6125
12402,39853,18423,-6125
12403,39854,18567,-6126
12404,39855,18711,-6127
12405,39856,18855,-6128
12406,39857,18998,-6129
12407,39858,19142,-6129
12408,39859,19286,-6128
12409,39860,19430,-6126
12410,39861,19574,-6127
12411,39862,19718,-6126
12412,39863,19861,-6123
12413,39864,20005,-6124
12414,39865,20149,-6126
12415,39866,20292,-6127
12416,39867,20436,-6128
12417,39868,20580,-6129
12418,39869,20724,-6128
12419,39870,20867,-6127
12420,39871,21011,-6127
12421,39872,21155,-6127
12422,39873,21299,-6126
12423,39874,21443,-6127
12424,39875,21586,-6126
12425,39876,21730,-6124
12426,39877,21874,-6124
12427,39878,22017,-6123
12428,39879,22161,-6124
12429,39880,22305,-6124
12430,39881,22449,-6124
12431,39882,22592,-6123
12432,39883,22737,-6121
12433,39884,22880,-6120
12434,39885,23024,-6121
12435,39886,23168,-6120
12436,39887,23312,-6121
12437,39888,23455,-6123
12438,39889,23599,-6123
12439,39890,23743,-6123
12440,39891,23887,-6123
12441,39892,24031,-6122
12442,39893,24174,-6123
12443,39894,24318,-6123
12444,39895,24462,-6125
12445,39896,24606,-6126
12446,39897,24749,-6123
12447,39898,24893,-6122
12448,39899,25037,-6121
12449,39900,25181,-6120
12450,39901,25325,-6120
12451,39902,25469,-6119
12452,39903,25612,-6121
12453,39904,25756,-6119
12454,39905,25900,-6119
12455,39906,26044,-6118
12456,39907,26188,-6117
12457,39908,26332,-6121
12458,39909,26476,-6123
12459,39910,26619,-6123
12460,39911,26763,-6122
12461,39912,26907,-6123
12462,39913,27051,-6122
12463,39914,27194,-6123
12464,39915,27338,-6124
12465,39916,27482,-6125
12466,39917,27626,-6123
12467,39918,27769,-6125
12468,39919,27913,-6126
12469,39920,28057,-6126
12470,39921,28201,-6127
12471,39922,28344,-6127
12472,39923,28488,-6127
12473,39924,28632,-6126
12474,39925,28776,-6126
12475,39926,28920,-6125
12476,39927,29063,-6126
12477,39928,29207,-6126
12478,39929,29351,-6126
12479,39930,29495,-6125
12480,39931,29639,-6124
12481,39932,29782,-6125
12482,39933,29926,-6126
12483,39934,30070,-6127
12484,39935,30214,-6129
12485,39936,30357,-6128
12486,39937,30501,-6129
12487,39938,30645,-6130
12488,39939,30789,-6129
12489,39940,30933,-6127
12490,39941,31077,-6128
12491,39942,31220,-6129
12492,39943,31364,-6129
12493,39944,31508,-6130
12494,39945,31652,-6129
12495,39946,31795,-6130
12496,39947,31939,-6131
12497,39948,32083,-6132
12498,39949,32227,-6130
12499,39950,32371,-6130
12500,39951,32515,-6128
12501,39952,32658,-6130
12502,39953,32802,-6128
12503,39954,32946,-6127
12504,39955,33090,-6126
12505,39956,33233,-6128
12506,39957,33377,-6126
12507,39958,33521,-6126
12508,39959,33665,-6125
12509,39960,33808,-6125
12510,39961,33952,-6126
12511,39962,34096,-6126
12512,39963,34240,-6126
12513,39964,34384,-6127
12514,39965,34527,-6129
12515,39966,34671,-6129
12516,39967,34815,-6131
12517,39968,34959,-6132
12518,39969,35102,-6132
12519,39970,35246,-6132
12520,39971,35390,-6133
12521,39972,35534,-6132
12522,39973,35678,-6132
12523,39974,35821,-6132
12524,39975,35965,-6132
12525,39976,36109,-6130
12526,39977,36253,-6131
12527,39978,36396,-6131
12528,39979,36540,-6130
12529,39980,36684,-6131
12530,39981,36828,-6129
12531,39982,36971,-6128
12532,39983,37115,-6128
12533,39984,37259,-6126
12534,39985,37403,-6128
12535,39986,37547,-6131
12536,39987,37690,-6131
12537,39988,37834,-6129
12538,39989,37978,-6126
12539,39990,38122,-6123
12540,39991,38265,-6122
12541,39992,38409,-6124
12542,39993,38553,-6125
12543,39994,38697,-6124
12544,39995,38841,-6124
12545,39996,38984,-6124
12546,39997,39128,-6123
12547,39998,39272,-6123
12548,39999,39416,-6123
12549,40000,39560,-6121
12550,40001,39703,-6120
12551,40002,39847,-6119
12552,40003,39991,-6120
12553,40479,41162,-7619
12554,40480,41017,-7728
12555,40481,40872,-7839
12556,40482,40728,-7952
12557,40483,40584,-8065
12558,40484,40440,-8178
12559,40485,40295,-8292
12560,40486,40155,-8402
12561,40487,40021,-8490
12562,40488,39883,-8552
12563,40489,39743,-8589
12564,40490,39601,-8606
12565,40491,39457,-8605
12566,40492,39313,-8602
12567,40493,39169,-8600
12568,40494,39026,-8598
12569,40495,38882,-8592
12570,40496,38738,-8592
12571,40497,38594,-8597
12572,40498,38451,-8597
12573,40499,38307,-8593
12574,40500,38164,-8590
12575,40501,38020,-8590
12576,40502,37876,-8595
12577,40503,37732,-8596
12578,40504,37589,-8595
12579,40505,37445,-8593
12580,40506,37301,-8592
12581,40507,37157,-8591
12582,40508,37013,-8591
12583,40509,36870,-8591
12584,40510,36726,-8591
12585,40511,36582,-8592
12586,40512,36438,-8591
12587,40513,36295,-8589
12588,40514,36151,-8589
12589,40515,36007,-8588
12590,40516,35863,-8589
12591,40517,35720,-8590
12592,40518,35576,-8588
12593,40519,35432,-8589
12594,40520,35289,-8588
12595,40521,35145,-8587
12596,40522,35001,-8588
12597,40523,34857,-8588
12598,40524,34714,-8588
12599,40525,34570,-8587
12600,40526,34426,-8585
12601,40527,34282,-8586
12602,40528,34139,-8585
12603,40529,33995,-8585
12604,40530,33851,-8585
12605,40531,33708,-8585
12606,40532,33564,-8585
12607,40533,33420,-8584
12608,40534,33277,-8584
12609,40535,33133,-8583
12610,40536,32989,-8583
12611,40537,32845,-8583
12612,40538,32702,-8583
12613,40539,32558,-8582
12614,40540,32414,-8582
12615,40541,32270,-8582
12616,40542,32127,-8582
12617,40543,31983,-8583
12618,40544,31839,-8581
12619,40545,31695,-8579
12620,40546,31551,-8578
12621,40547,31407,-8579
12622,40548,31264,-8579
12623,40549,31120,-8580
12624,40550,30976,-8581
12625,40551,30832,-8579
12626,40552,30688,-8578
12627,40553,30545,-8577
12628,40554,30401,-8575
12629,40555,30257,-8577
12630,40556,30113,-8575
12631,40557,29969,-8574
12632,40558,29826,-8574
12633,40559,29682,-8573
12634,40560,29538,-8572
12635,40561,29394,-8573
12636,40562,29251,-8573
12637,40563,29107,-8574
12638,40564,28963,-8574
12639,40565,28819,-8574
12640,40566,28675,-8572
12641,40567,28532,-8571
12642,40568,28388,-8570
12643,40569,28244,-8570
12644,40570,28100,-8570
12645,40571,27956,-8569
12646,40572,27813,-8570
12647,40573,27669,-8570
12648,40574,27525,-8570
12649,40575,27381,-8569
12650,40576,27238,-8570
12651,40577,27094,-8571
12652,40578,26950,-8570
12653,40579,26806,-8569
12654,40580,26663,-8569
12655,40581,26519,-8570
12656,40582,26375,-8571
12657,40583,26231,-8573
12658,40584,26087,-8573
12659,40585,25944,-8572
12660,40586,25800,-8572
12661,40587,25656,-8570
12662,40588,25512,-8570
12663,40589,25369,-8570
12664,40590,25225,-8570
12665,40591,25081,-8571
12666,40592,24937,-8570
12667,40593,24794,-8572
12668,40594,24650,-8573
12669,40595,24506,-8575
12670,40596,24362,-8577
12671,40597,24219,-8577
12672,40598,24075,-8576
12673,40599,23931,-8576
12674,40600,23787,-8573
12675,40601,23643,-8573
12676,40602,23499,-8573
12677,40603,23356,-8571
12678,40604,23212,-8569
12679,40605,23068,-8569
12680,40606,22924,-8570
12681,40607,22781,-8571
12682,40608,22637,-8571
12683,40609,22493,-8570
12684,40610,22349,-8569
12685,40611,22206,-8569
12686,40612,22062,-8569
12687,40613,21918,-8569
12688,40614,21774,-8566
12689,40615,21630,-8566
12690,40616,21487,-8568
12691,40617,21343,-8566
12692,40618,21199,-8565
12693,40619,21055,-8565
12694,40620,20912,-8565
12695,40621,20768,-8565
12696,40622,20624,-8564
12697,40623,20480,-8564
12698,40624,20336,-8564
12699,40625,20193,-8565
12700,40626,20049,-8567
12701,40627,19905,-8565
12702,40628,19761,-8564
12703,40629,19617,-8564
12704,40630,19474,-8561
12705,40631,19330,-8561
12706,40632,19186,-8560
12707,40633,19042,-8562
12708,40634,18898,-8562
12709,40635,18755,-8561
12710,40636,18611,-8561
12711,40637,18467,-8565
12712,40638,18323,-8569
12713,40639,18179,-8573
12714,40640,18035,-8575
12715,40641,17892,-8575
12716,40642,17749,-8573
12717,40643,17605,-8573
12718,40644,17461,-8573
12719,40645,17317,-8572
12720,40646,17173,-8573
12721,40647,17029,-8575
12722,40648,16885,-8574
12723,40649,16742,-8572
12724,40650,16598,-8574
12725,40651,16454,-8572
12726,40652,16310,-8571
12727,40653,16167,-8570
12728,40654,16023,-8569
12729,40655,15878,-8577
12730,40656,15735,-8580
12731,40657,15591,-8578
12732,40658,15447,-8577
12733,40659,15303,-8575
12734,40660,15159,-8575
12735,40661,15016,-8574
12736,40662,14872,-8575
12737,40663,14728,-8577
12738,40664,14584,-8576
12739,40665,14440,-8574
12740,40666,14297,-8572
12741,40667,14153,-8573
12742,40668,14009,-8571
12743,40669,13865,-8570
12744,40670,13722,-8569
12745,40671,13578,-8568
12746,40672,13434,-8569
12747,40673,13291,-8569
12748,40674,13147,-8571
12749,40675,13003,-8571
12750,40676,12859,-8570
12751,40677,12715,-8569
12752,40678,12572,-8568
12753,40679,12428,-8567
12754,40680,12284,-8568
12755,40681,12140,-8568
12756,40682,11996,-8567
12757,40683,11853,-8566
12758,40684,11709,-8564
12759,40685,11565,-8564
12760,40686,11420,-8564
12761,40687,11276,-8564
12762,40688,11132,-8563
12763,40689,10988,-8563
12764,40690,10845,-8563
12765,40691,10701,-8562
12766,40692,10557,-8562
12767,40693,10413,-8563
12768,40694,10270,-8561
12769,40695,10126,-8559
12770,40696,9982,-8558
12771,40697,9839,-8558
12772,40698,9695,-8559
12773,40699,9551,-8557
12774,40700,9407,-8555
12775,40701,9263,-8554
12776,40702,9120,-8554
12777,40703,8976,-8554
12778,40704,8832,-8555
12779,40705,8688,-8558
12780,40706,8545,-8559
12781,40707,8401,-8558
12782,40708,8257,-8557
12783,40709,8113,-8557
12784,40710,7969,-8556
12785,40711,7825,-8553
12786,40712,7682,-8552
12787,40713,7538,-8551
12788,40714,7394,-8549
12789,40715,7249,-8554
12790,40901,6674,-8816
12791,40902,6552,-8960
12792,40903,6454,-9122
12793,40904,6357,-9285
12794,40905,6249,-9443
12795,40906,6123,-9586
12796,40907,5973,-9700
12797,40908,5803,-9781
12798,40909,5623,-9841
12799,40910,5446,-9906
12800,40911,5272,-9978
12801,40912,5098,-10052
12802,40913,4924,-10125
12803,40914,4751,-10198
12804,40915,4577,-10271
12805,40916,4403,-10345
12806,40917,4229,-10418
12807,40918,4057,-10493
12808,40919,3884,-10567
12809,40920,3712,-10642
12810,40921,3540,-10716
12811,40922,3371,-10788
12812,40923,3204,-10859
12813,40924,3038,-10930
12814,40925,2873,-11001
12815,40926,2707,-11073
12816,40927,2542,-11144
12817,40928,2376,-11217
12818,40929,2210,-11288
12819,40930,2045,-11358
12820,41472,-7606,-11325
12821,41473,-7463,-11337
12822,41474,-7319,-11341
12823,41475,-7175,-11343
12824,41476,-7032,-11346
12825,41477,-6888,-11352
12826,41478,-6745,-11362
12827,41479,-6601,-11367
12828,41480,-6458,-11362
12829,41481,-6314,-11360
12830,41482,-6171,-11358
12831,41483,-6027,-11359
12832,41484,-5884,-11364
12833,41485,-5740,-11368
12834,41486,-5596,-11369
12835,41487,-5453,-11367
12836,41488,-5310,-11366
12837,41489,-5166,-11366
12838,41490,-5022,-11363
12839,41491,-4879,-11362
12840,41492,-4735,-11361
12841,41493,-4591,-11358
12842,41494,-4448,-11357
12843,41495,-4304,-11357
12844,41496,-4160,-11355
12845,41497,-4017,-11353
12846,41498,-3872,-11353
12847,41499,-3729,-11353
12848,41500,-3585,-11353
12849,41501,-3441,-11352
12850,41502,-3297,-11353
12851,41503,-3154,-11352
12852,41504,-3010,-11350
12853,41505,-2866,-11351
12854,41506,-2723,-11349
12855,41507,-2579,-11348
12856,41508,-2435,-11347
12857,41509,-2292,-11346
12858,41510,-2148,-11345
12859,41511,-2004,-11344
12860,41512,-1861,-11344
12861,41513,-1717,-11342
12862,41514,-1573,-11342
12863,41515,-1429,-11341
12864,41516,-1285,-11339
12865,41517,-1142,-11339
12866,41518,-998,-11339
12867,41519,-854,-11339
12868,41520,-710,-11338
12869,41521,-566,-11339
12870,41522,-423,-11338
12871,41523,-279,-11335
12872,41524,-135,-11333
12873,41525,8,-11331
12874,41526,151,-11330
12875,41527,295,-11328
12876,41528,439,-11327
12877,41529,583,-11327
12878,41530,726,-11327
12879,41531,870,-11325
12880,41532,1014,-11323
12881,41533,1158,-11321
12882,41534,1302,-11320
12883,41535,1445,-11319
12884,41536,1590,-11320
12885,41537,1733,-11321
12886,41538,1877,-11318
12887,41539,2021,-11316
12888,41540,2164,-11314
12889,41541,2308,-11313
12890,41542,2452,-11313
12891,41543,2596,-11313
12892,41544,2739,-11312
12893,41545,2883,-11311
12894,41546,3027,-11311
12895,41547,3171,-11311
12896,41548,3315,-11312
12897,41549,3458,-11307
12898,41550,3602,-11304
12899,41551,3746,-11304
12900,41552,3890,-11303
12901,41553,4034,-11302
12902,41554,4177,-11301
12903,41555,4321,-11300
12904,41556,4465,-11299
12905,41557,4608,-11296
12906,41558,4752,-11293
12907,41559,4896,-11293
12908,41560,5040,-11292
12909,41561,5184,-11297
12910,41562,5328,-11299
12911,41563,5472,-11299
12912,41564,5615,-11297
12913,41565,5759,-11295
12914,41566,5903,-11292
12915,41567,6047,-11291
12916,41568,6190,-11291
12917,41569,6334,-11289
12918,41570,6478,-11289
12919,41571,6622,-11289
12920,41572,6766,-11286
12921,41573,6909,-11286
12922,41574,7053,-11283
12923,41575,7197,-11282
12924,41576,7340,-11281
12925,41577,7484,-11279
12926,41578,7628,-11278
12927,41579,7772,-11280
12928,41580,7916,-11278
12929,41581,8059,-11278
12930,41582,8204,-11276
12931,41583,8347,-11276
12932,41584,8491,-11274
12933,41585,8635,-11275
12934,41586,8778,-11275
12935,41587,8922,-11275
12936,41588,9066,-11276
12937,41589,9210,-11275
12938,41590,9354,-11273
12939,41591,9498,-11274
12940,41592,9642,-11272
12941,41593,9785,-11273
12942,41594,9929,-11274
12943,41595,10073,-11270
12944,41596,10217,-11271
12945,41597,10360,-11273
12946,41598,10505,-11273
12947,41599,10648,-11271
12948,41600,10792,-11270
12949,41601,10936,-11268
12950,41602,11079,-11266
12951,41603,11223,-11266
12952,41604,11367,-11264
12953,41605,11511,-11262
12954,41606,11655,-11263
12955,41607,11799,-11266
12956,41608,11942,-11264
12957,41609,12086,-11262
12958,41610,12230,-11263
12959,41611,12374,-11262
12960,41612,12518,-11262
12961,41613,12662,-11261
12962,41614,12806,-11260
12963,41615,12950,-11258
12964,41616,13093,-11259
12965,41617,13237,-11259
12966,41618,13381,-11256
12967,41619,13525,-11254
12968,41620,13668,-11255
12969,41621,13812,-11256
12970,41622,13956,-11257
12971,41623,14100,-11256
12972,41624,14245,-11254
12973,41625,14388,-11253
12974,41626,14532,-11254
12975,41627,14676,-11253
12976,41628,14820,-11252
12977,41629,14964,-11252
12978,41630,15107,-11252
12979,41631,15251,-11252
12980,41632,15396,-11253
12981,41633,15539,-11247
12982,41634,15683,-11241
12983,41635,15825,-11234
12984,41636,15968,-11229
12985,41637,16113,-11234
12986,41638,16257,-11231
12987,41639,16400,-11228
12988,41640,16544,-11228
12989,41641,16687,-11228
12990,41642,16831,-11231
12991,41643,16976,-11232
12992,41644,17119,-11228
12993,41645,17263,-11228
12994,41646,17407,-11225
12995,41647,17550,-11228
12996,41648,17694,-11230
12997,41649,17838,-11227
12998,41650,17982,-11226
12999,41651,18126,-11225
13000,41652,18270,-11223
13001,41653,18413,-11220
13002,41654,18557,-11221
13003,41655,18701,-11217
13004,41656,18844,-11207
