,fldr,sx,sy
7202,25489,-26456,11901
7203,25490,-26600,11901
7204,25491,-26744,11901
7205,25492,-26888,11901
7206,25493,-27031,11899
7207,25494,-27175,11898
7208,25495,-27319,11900
7209,25496,-27463,11900
7210,25497,-27607,11901
7211,25498,-27750,11902
7212,25499,-27894,11900
7213,25500,-28038,11900
7214,25501,-28182,11899
7215,25502,-28325,11898
7216,25503,-28469,11899
7217,25504,-28613,11901
7218,25505,-28757,11900
7219,25506,-28901,11898
7220,25507,-29045,11895
7221,25508,-29190,11894
7222,25509,-29332,11893
7223,25510,-29476,11895
7224,25511,-29620,11895
7225,25512,-29763,11894
7226,25513,-29907,11893
7227,25514,-30051,11895
7228,25515,-30195,11891
7229,25516,-30339,11887
7230,25517,-30483,11884
7231,25518,-30627,11885
7232,25519,-30771,11885
7233,25520,-30914,11884
7234,25521,-31058,11886
7235,25522,-31202,11887
7236,25523,-31346,11888
7237,25524,-31490,11889
7238,25525,-31633,11891
7239,25526,-31776,11890
7240,25527,-31920,11888
7241,25528,-32064,11886
7242,25529,-32208,11887
7243,25530,-32352,11887
7244,25531,-32496,11886
7245,25532,-32640,11880
7246,25533,-32783,11878
7247,25534,-32927,11882
7248,25535,-33071,11885
7249,25536,-33215,11886
7250,25537,-33359,11885
7251,25538,-33502,11885
7252,25539,-33646,11886
7253,25540,-33790,11887
7254,25541,-33934,11886
7255,25542,-34077,11887
7256,25543,-34221,11888
7257,25544,-34365,11889
7258,25545,-34509,11889
7259,25546,-34653,11887
7260,25547,-34797,11885
7261,25548,-34940,11884
7262,25550,-35227,11882
7263,25551,-35371,11882
7264,25552,-35515,11882
7265,25553,-35659,11881
7266,25554,-35802,11880
7267,25555,-35946,11878
7268,25556,-36090,11874
7269,25557,-36234,11874
7270,25558,-36378,11878
7271,25559,-36521,11877
7272,25560,-36665,11873
7273,25561,-36809,11870
7274,25562,-36953,11871
7275,25563,-37096,11870
7276,25564,-37240,11869
7277,25565,-37384,11871
7278,25566,-37528,11871
7279,25567,-37672,11868
7280,25568,-37816,11867
7281,25569,-37959,11866
7282,25570,-38103,11864
7283,25571,-38247,11864
7284,25572,-38391,11862
7285,25573,-38535,11860
7286,25574,-38679,11860
7287,25575,-38822,11862
7288,25576,-38966,11864
7289,25577,-39110,11862
7290,25578,-39254,11862
7291,25579,-39397,11862
7292,25580,-39541,11862
7293,25581,-39685,11861
7294,25582,-39829,11860
7295,25583,-39973,11859
7296,25584,-40117,11859
7297,25585,-40260,11859
7298,25586,-40404,11858
7299,25587,-40548,11859
7300,25588,-40692,11859
7301,25589,-40835,11863
7302,25590,-40979,11863
7303,25591,-41123,11860
7304,25592,-41267,11858
7305,25593,-41411,11853
7306,25594,-41554,11850
7307,25595,-41698,11844
7308,25596,-41843,11842
7309,25597,-41986,11844
7310,25598,-42130,11846
7311,25599,-42274,11847
7312,25600,-42417,11850
7313,25601,-42561,11844
7314,25602,-42705,11839
7315,25603,-42849,11838
7316,25604,-42993,11838
7317,25605,-43137,11840
7318,25606,-43280,11842
7319,25607,-43424,11843
7320,25608,-43568,11843
7321,25609,-43712,11843
7322,25610,-43855,11844
7323,25611,-43999,11845
7324,25612,-44143,11847
7325,25613,-44286,11847
7326,25614,-44430,11847
7327,25615,-44574,11846
7328,25616,-44718,11846
7329,25617,-44861,11846
7330,25618,-45005,11849
7331,25619,-45149,11846
7332,25620,-45293,11844
7333,25621,-45437,11845
7334,25622,-45580,11848
7335,25623,-45724,11848
7336,25624,-45868,11843
7337,25625,-46012,11838
7338,25626,-46155,11836
7339,25627,-46299,11836
7340,25628,-46443,11838
7341,25629,-46587,11841
7342,25630,-46730,11842
7343,25631,-46874,11842
7344,25632,-47018,11839
7345,25633,-47162,11839
7346,25634,-47305,11837
7347,25635,-47450,11829
7348,25636,-47594,11827
7349,25637,-47737,11832
7350,25638,-47881,11836
7351,25639,-48025,11837
7352,25640,-48168,11838
7353,25641,-48312,11840
7354,25642,-48456,11839
7355,25643,-48599,11838
7356,25644,-48743,11839
7357,25645,-48887,11838
7358,25646,-49031,11836
7359,25647,-49175,11835
7360,25648,-49318,11836
7361,25649,-49462,11836
7362,25650,-49606,11836
7363,25651,-49750,11836
7364,25652,-49894,11836
7365,25653,-50038,11834
7366,25654,-50181,11833
7367,25655,-50325,11833
7368,25656,-50469,11834
7369,25657,-50613,11832
7370,25658,-50756,11832
7371,25659,-50900,11831
7372,25660,-51044,11831
7373,25661,-51188,11831
7374,25662,-51332,11832
7375,25663,-51475,11833
7376,25664,-51619,11832
7377,25665,-51763,11830
7378,25666,-51907,11830
7379,25667,-52050,11830
7380,25668,-52194,11831
7381,25669,-52338,11833
7382,25670,-52482,11834
7383,25671,-52626,11831
7384,25672,-52769,11832
7385,25673,-52913,11832
7386,25674,-53057,11830
7387,25675,-53201,11829
7388,25676,-53345,11828
7389,25677,-53488,11828
7390,25678,-53632,11826
7391,25679,-53776,11827
7392,25680,-53920,11828
7393,25681,-54064,11827
7394,25682,-54207,11827
7395,25683,-54351,11827
7396,25684,-54495,11828
7397,25685,-54638,11827
7398,25686,-54782,11828
7399,25687,-54926,11827
7400,25688,-55070,11826
7401,25689,-55214,11824
7402,25690,-55358,11823
7403,25691,-55501,11823
7404,25692,-55645,11822
7405,25693,-55789,11821
7406,25694,-55933,11820
7407,25695,-56076,11821
7408,25696,-56220,11821
7409,25697,-56364,11822
7410,25698,-56508,11821
7411,25699,-56651,11820
7412,25700,-56796,11821
7413,25701,-56939,11821
7414,25702,-57083,11820
7415,26191,-57515,5507
7416,26192,-57371,5503
7417,26193,-57227,5500
7418,26194,-57084,5501
7419,26195,-56940,5502
7420,26196,-56796,5503
7421,26197,-56652,5504
7422,26198,-56508,5506
7423,26199,-56364,5506
7424,26200,-56221,5506
7425,26201,-56077,5506
7426,26202,-55933,5507
7427,26203,-55789,5506
7428,26204,-55646,5505
7429,26205,-55502,5505
7430,26206,-55358,5505
7431,26207,-55214,5505
7432,26208,-55071,5505
7433,26209,-54927,5505
7434,26210,-54783,5505
7435,26211,-54639,5505
7436,26212,-54495,5505
7437,26213,-54351,5505
7438,26214,-54208,5503
7439,26215,-54064,5503
7440,26216,-53920,5503
7441,26217,-53776,5502
7442,26218,-53632,5503
7443,26219,-53489,5505
7444,26220,-53345,5505
7445,26221,-53201,5505
7446,26222,-53057,5502
7447,26223,-52913,5501
7448,26224,-52770,5502
7449,26225,-52626,5502
7450,26226,-52482,5501
7451,26227,-52338,5501
7452,26228,-52195,5501
7453,26229,-52051,5501
7454,26230,-51907,5501
7455,26231,-51763,5502
7456,26232,-51619,5502
7457,26233,-51476,5501
7458,26234,-51332,5499
7459,26235,-51188,5499
7460,26236,-51044,5498
7461,26237,-50900,5497
7462,26238,-50757,5497
7463,26239,-50613,5498
7464,26240,-50469,5498
7465,26241,-50325,5497
7466,26242,-50182,5497
7467,26243,-50038,5497
7468,26244,-49894,5496
7469,26245,-49750,5496
7470,26246,-49606,5494
7471,26247,-49462,5493
7472,26248,-49319,5494
7473,26249,-49175,5494
7474,26250,-49031,5493
7475,26251,-48887,5492
7476,26252,-48744,5492
7477,26253,-48600,5493
7478,26254,-48456,5492
7479,26255,-48312,5492
7480,26256,-48168,5490
7481,26257,-48025,5490
7482,26258,-47881,5490
7483,26259,-47737,5491
7484,26260,-47593,5492
7485,26261,-47450,5491
7486,26262,-47306,5489
7487,26263,-47162,5488
7488,26264,-47018,5487
7489,26265,-46874,5488
7490,26266,-46730,5486
7491,26267,-46586,5485
7492,26268,-46443,5484
7493,26269,-46299,5483
7494,26270,-46155,5482
7495,26271,-46011,5480
7496,26272,-45867,5480
7497,26273,-45723,5480
7498,26274,-45580,5478
7499,26275,-45436,5477
7500,26276,-45292,5477
7501,26277,-45148,5474
7502,26278,-45004,5473
7503,26279,-44860,5474
7504,26280,-44716,5474
7505,26281,-44572,5472
7506,26282,-44428,5470
7507,26283,-44285,5471
7508,26284,-44141,5471
7509,26285,-43997,5471
7510,26286,-43853,5471
7511,26287,-43709,5470
7512,26288,-43565,5468
7513,26289,-43421,5470
7514,26290,-43278,5470
7515,26291,-43134,5470
7516,26292,-42990,5471
7517,26293,-42847,5472
7518,26294,-42703,5472
7519,26295,-42559,5471
7520,26296,-42415,5468
7521,26297,-42271,5467
7522,26298,-42127,5467
7523,26299,-41984,5468
7524,26300,-41840,5468
7525,26301,-41696,5466
7526,26302,-41552,5467
7527,26303,-41408,5468
7528,26304,-41265,5478
7529,26305,-41122,5481
7530,26306,-40978,5478
7531,26307,-40834,5474
7532,26308,-40691,5473
7533,26309,-40547,5471
7534,26310,-40403,5470
7535,26311,-40259,5468
7536,26312,-40115,5467
7537,26313,-39971,5467
7538,26314,-39827,5467
7539,26315,-39683,5466
7540,26316,-39540,5467
7541,26317,-39396,5470
7542,26318,-39252,5471
7543,26319,-39108,5470
7544,26320,-38965,5476
7545,26321,-38822,5484
7546,26322,-38678,5484
7547,26323,-38535,5480
7548,26324,-38391,5478
7549,26325,-38247,5478
7550,26326,-38103,5479
7551,26327,-37959,5477
7552,26328,-37815,5477
7553,26329,-37672,5480
7554,26330,-37528,5480
7555,26331,-37384,5481
7556,26332,-37240,5482
7557,26333,-37097,5481
7558,26334,-36953,5480
7559,26335,-36809,5480
7560,26336,-36666,5482
7561,26337,-36522,5482
7562,26338,-36378,5480
7563,26339,-36234,5479
7564,26340,-36090,5479
7565,26341,-35946,5479
7566,26342,-35803,5478
7567,26343,-35659,5478
7568,26344,-35515,5477
7569,26345,-35372,5475
7570,26346,-35228,5475
7571,26347,-35084,5474
7572,26348,-34940,5472
7573,26349,-34796,5470
7574,26350,-34652,5470
7575,26351,-34508,5471
7576,26352,-34365,5471
7577,26353,-34221,5470
7578,26354,-34077,5470
7579,26355,-33933,5471
7580,26356,-33789,5471
7581,26357,-33646,5471
7582,26358,-33502,5470
7583,26359,-33358,5470
7584,26360,-33214,5473
7585,26361,-33071,5476
7586,26362,-32927,5477
7587,26363,-32783,5477
7588,26364,-32639,5477
7589,26365,-32496,5476
7590,26366,-32352,5476
7591,26367,-32208,5474
7592,26368,-32064,5473
7593,26369,-31920,5472
7594,26370,-31777,5472
7595,26371,-31633,5471
7596,26372,-31489,5471
7597,26373,-31346,5471
7598,26374,-31202,5469
7599,26375,-31058,5468
7600,26376,-30914,5468
7601,26377,-30770,5468
7602,26378,-30626,5467
7603,26379,-30483,5466
7604,26380,-30339,5466
7605,26381,-30195,5467
7606,26382,-30051,5466
7607,26383,-29907,5466
7608,26384,-29764,5465
7609,26385,-29620,5465
7610,26386,-29476,5466
7611,26387,-29332,5466
7612,26388,-29188,5466
7613,26389,-29045,5465
7614,26390,-28901,5464
7615,26391,-28759,5464
7616,26392,-28614,5463
7617,26393,-28471,5463
7618,26394,-28327,5462
7619,26395,-28183,5463
7620,26396,-28039,5469
7621,26397,-27896,5471
7622,26398,-27752,5471
7623,26399,-27609,5471
7624,26400,-27465,5470
7625,26401,-27321,5469
7626,26402,-27177,5469
7627,26403,-27034,5468
7628,26404,-26890,5474
7629,26405,-26746,5481
7630,26406,-26602,5483
7631,26407,-26459,5483
7632,26408,-26315,5482
7633,26409,-26171,5482
7634,26410,-26027,5482
7635,26411,-25884,5481
7636,26412,-25740,5479
7637,26413,-25596,5479
7638,26414,-25452,5479
7639,26415,-25309,5478
7640,26416,-25164,5477
7641,26417,-25021,5476
7642,26418,-24877,5476
7643,26419,-24733,5476
7644,26420,-24589,5476
7645,26421,-24446,5478
7646,26422,-24302,5479
7647,26423,-24158,5479
7648,26424,-24014,5478
7649,26425,-23870,5479
7650,26426,-23726,5481
7651,26427,-23582,5478
7652,26428,-23439,5476
7653,26429,-23295,5474
7654,26430,-23151,5473
7655,26431,-23008,5471
7656,26432,-22864,5471
7657,26433,-22720,5474
7658,26434,-22576,5476
7659,26435,-22432,5476
7660,26436,-22289,5475
7661,26437,-22145,5475
7662,26438,-22001,5474
7663,26439,-21857,5474
7664,26440,-21714,5473
7665,26441,-21570,5473
7666,26442,-21426,5472
7667,26443,-21282,5472
7668,26444,-21139,5472
7669,26445,-20995,5472
7670,26446,-20851,5471
7671,26447,-20707,5471
7672,26448,-20563,5471
7673,26449,-20419,5470
7674,26450,-20276,5469
7675,26451,-20132,5469
7676,26452,-19988,5468
7677,26453,-19844,5469
7678,26454,-19701,5469
7679,26455,-19557,5469
7680,26456,-19413,5468
7681,26457,-19269,5467
7682,26458,-19125,5468
7683,26459,-18981,5469
7684,26460,-18838,5469
7685,26461,-18694,5469
7686,26462,-18550,5468
7687,26463,-18406,5470
7688,26464,-18263,5470
7689,26465,-18119,5471
7690,26466,-17975,5471
7691,26467,-17831,5471
7692,26468,-17688,5472
7693,26469,-17544,5482
7694,26470,-17399,5488
7695,26471,-17255,5487
7696,26472,-17111,5484
7697,26473,-16968,5481
7698,26474,-16824,5480
7699,26475,-16680,5479
7700,26476,-16536,5477
7701,26477,-16393,5476
7702,26478,-16249,5475
7703,26479,-16105,5473
7704,26480,-15961,5472
7705,26481,-15818,5471
7706,26482,-15674,5471
7707,26483,-15530,5471
7708,26484,-15386,5470
7709,26485,-15242,5470
7710,26486,-15099,5469
7711,26487,-14955,5469
7712,26488,-14811,5470
7713,26489,-14668,5470
7714,26490,-14524,5469
7715,26491,-14380,5468
7716,26492,-14236,5467
7717,26493,-14092,5467
7718,26494,-13948,5467
7719,26495,-13805,5466
7720,26496,-13661,5466
7721,26497,-13517,5466
7722,26498,-13373,5467
7723,26499,-13229,5466
7724,26500,-13086,5467
7725,26501,-12942,5466
7726,26502,-12798,5466
7727,26503,-12654,5465
7728,26504,-12510,5465
7729,26505,-12367,5464
7730,26506,-12223,5464
7731,26507,-12079,5464
7732,26508,-11936,5463
7733,26509,-11792,5463
7734,26510,-11648,5463
7735,26511,-11504,5463
7736,26512,-11360,5462
7737,26513,-11217,5463
7738,26514,-11073,5461
7739,26515,-10929,5461
7740,26516,-10785,5462
7741,26517,-10641,5462
7742,26518,-10498,5461
7743,26519,-10354,5461
7744,26520,-10210,5462
7745,26521,-10066,5462
7746,26522,-9923,5461
7747,26523,-9779,5461
7748,26524,-9635,5461
7749,26525,-9491,5461
7750,26526,-9347,5456
7751,26527,-9203,5449
7752,26528,-9060,5439
7753,26529,-8916,5434
7754,26530,-8773,5430
7755,26531,-8629,5432
7756,26532,-8485,5432
7757,26533,-8341,5432
7758,26534,-8198,5432
7759,26535,-8052,5431
7760,26536,-7905,5413
7761,26537,-7754,5372
7762,26538,-7599,5298
7763,26539,-7439,5181
7764,26540,-7268,5009
7765,27057,-7603,3077
7766,27058,-7738,2989
7767,27059,-7876,2928
7768,27060,-8017,2890
7769,27061,-8160,2874
7770,27062,-8304,2877
7771,27063,-8448,2882
7772,27064,-8592,2888
7773,27065,-8736,2895
7774,27066,-8879,2904
7775,27067,-9023,2914
7776,27068,-9166,2919
7777,27069,-9310,2916
7778,27070,-9454,2914
7779,27071,-9598,2913
7780,27072,-9741,2914
7781,27073,-9885,2916
7782,27074,-10029,2918
7783,27075,-10172,2919
7784,27076,-10316,2920
7785,27077,-10460,2919
7786,27078,-10603,2920
7787,27079,-10747,2921
7788,27080,-10891,2922
7789,27081,-11035,2924
7790,27082,-11178,2922
7791,27083,-11322,2917
7792,27084,-11466,2915
7793,27085,-11609,2916
7794,27086,-11753,2916
7795,27087,-11897,2917
7796,27088,-12041,2919
7797,27089,-12185,2921
7798,27090,-12328,2923
7799,27091,-12472,2924
7800,27092,-12615,2923
7801,27093,-12759,2924
7802,27094,-12903,2925
7803,27095,-13047,2924
7804,27096,-13191,2925
7805,27097,-13335,2925
7806,27098,-13478,2925
7807,27099,-13622,2925
7808,27100,-13766,2923
7809,27101,-13909,2924
7810,27102,-14053,2925
7811,27103,-14197,2926
7812,27104,-14341,2927
7813,27105,-14484,2928
7814,27106,-14628,2928
7815,27107,-14772,2929
7816,27108,-14916,2928
7817,27109,-15060,2928
7818,27110,-15204,2929
7819,27111,-15347,2928
7820,27112,-15491,2929
7821,27113,-15635,2929
7822,27114,-15778,2928
7823,27115,-15922,2928
7824,27116,-16066,2929
7825,27117,-16210,2928
7826,27118,-16354,2928
7827,27119,-16498,2928
7828,27120,-16641,2929
7829,27121,-16785,2931
7830,27122,-16929,2931
7831,27123,-17073,2930
7832,27124,-17216,2931
7833,27125,-17360,2932
7834,27126,-17504,2932
7835,27127,-17648,2933
7836,27128,-17792,2933
7837,27129,-17935,2932
7838,27130,-18079,2933
7839,27131,-18223,2933
7840,27132,-18367,2934
7841,27133,-18511,2935
7842,27134,-18654,2936
7843,27135,-18798,2938
7844,27136,-18942,2938
7845,27137,-19086,2937
7846,27138,-19229,2937
7847,27139,-19373,2938
7848,27140,-19517,2938
7849,27141,-19661,2938
7850,27142,-19805,2935
7851,27143,-19949,2933
7852,27144,-20092,2931
7853,27145,-20236,2932
7854,27146,-20380,2933
7855,27147,-20523,2933
7856,27148,-20668,2932
7857,27149,-20811,2933
7858,27150,-20955,2934
7859,27151,-21099,2937
7860,27152,-21243,2938
7861,27153,-21387,2938
7862,27154,-21530,2939
7863,27155,-21674,2936
7864,27156,-21818,2935
7865,27157,-21961,2936
7866,27158,-22105,2937
7867,27159,-22249,2934
7868,27160,-22393,2931
7869,27161,-22536,2931
7870,27162,-22680,2934
7871,27163,-22824,2934
7872,27164,-22968,2935
7873,27165,-23112,2936
7874,27166,-23255,2937
7875,27167,-23399,2939
7876,27168,-23543,2939
7877,27169,-23687,2940
7878,27170,-23831,2941
7879,27171,-23975,2940
7880,27172,-24118,2941
7881,27173,-24262,2939
7882,27174,-24406,2934
7883,27175,-24549,2934
7884,27176,-24693,2936
7885,27177,-24837,2939
7886,27178,-24980,2938
7887,27179,-25124,2933
7888,27180,-25268,2930
7889,27181,-25412,2932
7890,27182,-25556,2933
7891,27183,-25700,2935
7892,27184,-25843,2937
7893,27185,-25987,2938
7894,27186,-26131,2940
7895,27187,-26275,2940
7896,27188,-26418,2938
7897,27189,-26562,2935
7898,27190,-26706,2934
7899,27191,-26850,2934
7900,27192,-26994,2932
7901,27193,-27137,2929
7902,27194,-27281,2926
7903,27195,-27425,2924
7904,27196,-27569,2924
7905,27197,-27713,2925
7906,27198,-27857,2922
7907,27199,-28001,2921
7908,27200,-28145,2923
7909,27201,-28288,2925
7910,27202,-28432,2925
7911,27203,-28576,2926
7912,27204,-28720,2928
7913,27205,-28863,2928
7914,27206,-29007,2929
7915,27207,-29151,2931
7916,27208,-29295,2932
7917,27209,-29438,2932
7918,27210,-29582,2931
7919,27211,-29726,2931
7920,27212,-29870,2929
7921,27213,-30014,2929
7922,27214,-30157,2931
7923,27215,-30301,2931
7924,27216,-30445,2931
7925,27217,-30589,2932
7926,27218,-30732,2934
7927,27219,-30876,2935
7928,27220,-31020,2935
7929,27221,-31164,2936
7930,27222,-31308,2937
7931,27223,-31451,2937
7932,27224,-31595,2937
7933,27225,-31739,2937
7934,27226,-31882,2938
7935,27227,-32026,2939
7936,27228,-32170,2939
7937,27229,-32314,2937
7938,27230,-32458,2935
7939,27231,-32601,2935
7940,27232,-32744,2934
7941,27233,-32888,2931
7942,27234,-33032,2928
7943,27235,-33176,2927
7944,27236,-33320,2928
7945,27237,-33464,2930
7946,27238,-33608,2932
7947,27239,-33751,2934
7948,27240,-33895,2934
7949,27241,-34039,2933
7950,27242,-34183,2935
7951,27243,-34326,2937
7952,27244,-34470,2938
7953,27245,-34614,2939
7954,27246,-34757,2937
7955,27247,-34901,2935
7956,27248,-35045,2935
7957,27249,-35189,2935
7958,27250,-35332,2936
7959,27251,-35477,2936
7960,27252,-35621,2936
7961,27253,-35764,2935
7962,27254,-35908,2936
7963,27255,-36052,2935
7964,27256,-36196,2936
7965,27257,-36339,2937
7966,27258,-36483,2936
7967,27259,-36627,2937
7968,27260,-36771,2939
7969,27261,-36914,2939
7970,27262,-37058,2939
7971,27263,-37202,2937
7972,27264,-37346,2927
7973,27265,-37490,2915
7974,27266,-37635,2911
7975,27267,-37779,2915
7976,27268,-37923,2919
7977,27269,-38066,2922
7978,27270,-38210,2925
7979,27271,-38353,2925
7980,27272,-38497,2925
7981,27273,-38641,2927
7982,27274,-38784,2928
7983,27275,-38928,2928
7984,27276,-39072,2929
7985,27277,-39216,2930
7986,27278,-39360,2931
7987,27279,-39503,2930
7988,27280,-39647,2930
7989,27281,-39791,2933
7990,27282,-39935,2933
7991,27283,-40078,2930
7992,27284,-40222,2928
7993,27285,-40366,2928
7994,27286,-40510,2927
7995,27287,-40654,2928
7996,27288,-40798,2929
7997,27289,-40942,2929
7998,27290,-41085,2931
7999,27291,-41229,2933
8000,27292,-41372,2932
8001,27293,-41516,2932
8002,27294,-41660,2933
8003,27295,-41804,2933
8004,27296,-41948,2932
8005,27297,-42092,2935
8006,27298,-42235,2936
8007,27299,-42379,2939
8008,27300,-42522,2943
8009,27301,-42666,2941
8010,27302,-42810,2941
8011,27303,-42954,2943
8012,27304,-43097,2942
8013,27305,-43241,2943
8014,27306,-43385,2945
8015,27307,-43529,2944
8016,27308,-43673,2944
8017,27309,-43816,2945
8018,27310,-43960,2945
8019,27311,-44104,2945
8020,27312,-44247,2946
8021,27313,-44391,2943
8022,27314,-44535,2944
8023,27315,-44679,2946
8024,27316,-44822,2947
8025,27317,-44966,2947
8026,27318,-45110,2948
8027,27319,-45254,2944
8028,27320,-45398,2944
8029,27321,-45541,2946
8030,27322,-45685,2947
8031,27323,-45829,2945
8032,27324,-45973,2946
8033,27325,-46117,2947
8034,27326,-46261,2947
8035,27327,-46404,2949
8036,27328,-46548,2951
8037,27329,-46692,2951
8038,27330,-46835,2951
8039,27331,-46979,2951
8040,27332,-47123,2950
8041,27333,-47267,2950
8042,27334,-47410,2952
8043,27335,-47554,2953
8044,27336,-47698,2952
8045,27337,-47842,2953
8046,27338,-47986,2952
8047,27339,-48130,2951
8048,27340,-48273,2950
8049,27341,-48417,2947
8050,27342,-48561,2944
8051,27343,-48705,2943
8052,27344,-48849,2942
8053,27345,-48992,2943
8054,27346,-49136,2943
8055,27347,-49280,2944
8056,27348,-49424,2945
8057,27349,-49568,2944
8058,27350,-49712,2949
8059,27351,-49855,2950
8060,27352,-49999,2949
8061,27353,-50143,2949
8062,27354,-50286,2952
8063,27355,-50430,2953
8064,27356,-50574,2952
8065,27357,-50718,2955
8066,27358,-50861,2956
8067,27359,-51005,2955
8068,27360,-51149,2954
8069,27361,-51292,2954
8070,27362,-51436,2955
8071,27363,-51580,2954
8072,27364,-51724,2955
8073,27365,-51868,2958
8074,27366,-52012,2957
8075,27367,-52155,2956
8076,27368,-52299,2958
8077,27369,-52443,2957
8078,27370,-52587,2958
8079,27371,-52730,2958
8080,27372,-52874,2957
8081,27373,-53018,2956
8082,27374,-53162,2957
8083,27375,-53305,2957
8084,27376,-53449,2957
8085,27377,-53593,2958
8086,27378,-53737,2960
8087,27379,-53881,2957
8088,27380,-54025,2957
8089,27381,-54168,2959
8090,27382,-54312,2958
8091,27383,-54456,2956
8092,27384,-54600,2958
8093,27385,-54743,2958
8094,27386,-54888,2957
8095,27387,-55031,2959
8096,27388,-55175,2960
8097,27389,-55319,2962
8098,27390,-55463,2962
8099,27887,-55225,342
8100,27888,-55082,355
8101,27889,-54939,365
8102,27890,-54796,369
8103,27891,-54652,365
8104,27892,-54508,364
8105,27893,-54364,365
8106,27894,-54221,367
8107,27895,-54077,368
8108,27896,-53933,370
8109,27897,-53789,368
8110,27898,-53645,368
8111,27899,-53501,367
8112,27900,-53357,366
8113,27901,-53214,368
8114,27902,-53070,368
8115,27903,-52926,367
8116,27904,-52782,366
8117,27905,-52639,368
8118,27906,-52495,368
8119,27907,-52351,368
8120,27908,-52208,369
8121,27909,-52064,369
8122,27910,-51920,370
8123,27911,-51776,370
8124,27912,-51632,370
8125,27913,-51489,369
8126,27914,-51345,369
8127,27915,-51201,370
8128,27916,-51057,370
8129,27917,-50913,369
8130,27918,-50770,370
8131,27919,-50626,370
8132,27920,-50482,366
8133,27921,-50338,365
8134,27922,-50195,366
8135,27923,-50051,366
8136,27924,-49907,366
8137,27925,-49763,366
8138,27926,-49619,365
8139,27927,-49475,366
8140,27928,-49331,366
8141,27929,-49188,365
8142,27930,-49044,364
8143,27931,-48900,364
8144,27932,-48756,363
8145,27933,-48612,361
8146,27934,-48468,359
8147,27935,-48325,359
8148,27936,-48180,358
8149,27937,-48037,357
8150,27938,-47893,358
8151,27939,-47749,359
8152,27940,-47605,360
8153,27941,-47462,360
8154,27942,-47318,362
8155,27943,-47175,364
8156,27944,-47031,365
8157,27945,-46887,367
8158,27946,-46744,368
8159,27947,-46600,368
8160,27948,-46456,368
8161,27949,-46313,370
8162,27950,-46169,369
8163,27951,-46025,369
8164,27952,-45881,368
8165,27953,-45737,368
8166,27954,-45594,368
8167,27955,-45450,369
8168,27956,-45306,368
8169,27957,-45162,368
8170,27958,-45019,366
8171,27959,-44875,365
8172,27960,-44731,363
8173,27961,-44587,362
8174,27962,-44443,361
8175,27963,-44299,361
8176,27964,-44155,359
8177,27965,-44011,359
8178,27966,-43867,359
8179,27967,-43724,360
8180,27968,-43580,357
8181,27969,-43436,357
8182,27970,-43292,359
8183,27971,-43149,359
8184,27972,-43005,358
8185,27973,-42861,357
8186,27974,-42717,358
8187,27975,-42573,358
8188,27976,-42430,358
8189,27977,-42286,358
8190,27978,-42142,358
8191,27979,-41998,358
8192,27980,-41854,358
8193,27981,-41711,358
8194,27982,-41567,357
8195,27983,-41423,356
8196,27984,-41279,355
8197,27985,-41135,354
8198,27986,-40992,353
8199,27987,-40848,352
8200,27988,-40704,351
8201,27989,-40560,350
8202,27990,-40416,349
8203,27991,-40272,347
8204,27992,-40128,346
8205,27993,-39984,347
8206,27994,-39840,346
8207,27995,-39696,345
8208,27996,-39552,343
8209,27997,-39408,342
8210,27998,-39264,341
8211,27999,-39120,342
8212,28000,-38976,342
8213,28001,-38832,343
8214,28002,-38689,344
8215,28003,-38545,344
8216,28004,-38401,344
8217,28005,-38257,344
8218,28006,-38113,343
8219,28007,-37970,343
8220,28008,-37826,345
8221,28009,-37682,345
8222,28010,-37539,347
8223,28011,-37395,348
8224,28012,-37251,348
8225,28013,-37108,348
8226,28014,-36964,347
8227,28015,-36820,346
8228,28016,-36676,347
8229,28017,-36533,347
8230,28018,-36389,345
8231,28019,-36245,344
8232,28020,-36101,345
8233,28021,-35957,346
8234,28022,-35814,347
8235,28023,-35670,349
8236,28024,-35527,349
8237,28025,-35382,351
8238,28026,-35239,355
8239,28027,-35096,355
8240,28028,-34952,355
8241,28029,-34808,355
8242,28030,-34665,359
8243,28031,-34522,363
8244,28032,-34378,363
8245,28033,-34234,362
8246,28034,-34091,366
8247,28035,-33947,366
8248,28036,-33803,367
8249,28037,-33660,364
8250,28038,-33516,363
8251,28039,-33372,362
8252,28040,-33228,360
8253,28041,-33084,360
8254,28042,-32940,360
8255,28043,-32797,359
8256,28044,-32653,359
8257,28045,-32509,359
8258,28046,-32365,359
8259,28047,-32221,358
8260,28048,-32077,357
8261,28049,-31934,356
8262,28050,-31790,357
8263,28051,-31646,358
8264,28052,-31502,357
8265,28053,-31358,356
8266,28054,-31215,357
8267,28055,-31071,359
8268,28056,-30927,359
8269,28057,-30784,360
8270,28058,-30640,359
8271,28059,-30496,359
8272,28060,-30352,357
8273,28061,-30208,357
8274,28062,-30064,358
8275,28063,-29921,358
8276,28064,-29777,359
8277,28065,-29633,360
8278,28066,-29489,360
8279,28067,-29345,358
8280,28068,-29201,359
8281,28069,-29058,360
8282,28070,-28914,361
8283,28071,-28771,361
8284,28072,-28627,362
8285,28073,-28483,361
8286,28074,-28340,359
8287,28075,-28196,358
8288,28076,-28052,358
8289,28077,-27908,360
8290,28078,-27764,360
8291,28079,-27621,359
8292,28080,-27477,358
